date;quantity;fk_place;fk_type;flag
2020/06/04 00:00:00.000;39728;4000;2;new
2020/06/05 00:00:00.000;2974;8011;1;deleted
2020/06/05 00:00:00.000;146;8011;2;deleted
2020/06/05 00:00:00.000;39904;4000;2;new
2020/06/06 00:00:00.000;3113;8011;1;deleted
2020/06/06 00:00:00.000;155;8011;2;deleted
2020/06/06 00:00:00.000;40261;4000;2;new
2020/06/07 00:00:00.000;3235;8011;1;deleted
2020/06/07 00:00:00.000;160;8011;2;deleted
2020/06/07 00:00:00.000;40465;4000;2;new
2020/06/08 00:00:00.000;3474;8011;1;deleted
2020/06/08 00:00:00.000;167;8011;2;deleted
2020/06/08 00:00:00.000;40542;4000;2;new
2020/06/09 00:00:00.000;3859;8011;1;deleted
2020/06/09 00:00:00.000;169;8011;2;deleted
2020/06/09 00:00:00.000;40597;4000;2;new
2020/06/10 00:00:00.000;4279;8011;1;deleted
2020/06/10 00:00:00.000;175;8011;2;deleted
2020/06/10 00:00:00.000;40883;4000;2;new
2020/06/11 00:00:00.000;4717;8011;1;deleted
2020/06/11 00:00:00.000;179;8011;2;deleted
2020/06/11 00:00:00.000;41128;4000;2;new
2019/12/31 00:00:00.000;0;4000;1;new
2020/01/01 00:00:00.000;0;4000;1;new
2020/01/02 00:00:00.000;0;4000;1;new
2020/01/03 00:00:00.000;0;4000;1;new
2020/01/04 00:00:00.000;0;4000;1;new
2020/01/05 00:00:00.000;0;4000;1;new
2020/01/06 00:00:00.000;0;4000;1;new
2020/01/07 00:00:00.000;0;4000;1;new
2020/01/08 00:00:00.000;0;4000;1;new
2020/01/09 00:00:00.000;0;4000;1;new
2020/01/10 00:00:00.000;0;4000;1;new
2020/01/11 00:00:00.000;0;4000;1;new
2020/01/12 00:00:00.000;0;4000;1;new
2020/01/13 00:00:00.000;0;4000;1;new
2020/01/14 00:00:00.000;0;4000;1;new
2020/01/15 00:00:00.000;0;4000;1;new
2020/01/16 00:00:00.000;0;4000;1;new
2020/01/17 00:00:00.000;0;4000;1;new
2020/01/18 00:00:00.000;0;4000;1;new
2020/01/19 00:00:00.000;0;4000;1;new
2020/01/20 00:00:00.000;0;4000;1;new
2020/01/21 00:00:00.000;0;4000;1;new
2020/01/22 00:00:00.000;0;4000;1;new
2020/01/23 00:00:00.000;0;4000;1;new
2020/01/24 00:00:00.000;0;4000;1;new
2020/01/25 00:00:00.000;0;4000;1;new
2020/01/26 00:00:00.000;0;4000;1;new
2020/01/27 00:00:00.000;0;4000;1;new
2020/01/28 00:00:00.000;0;4000;1;new
2020/01/29 00:00:00.000;0;4000;1;new
2020/01/30 00:00:00.000;0;4000;1;new
2020/01/31 00:00:00.000;2;4000;1;new
2020/02/01 00:00:00.000;2;4000;1;new
2020/02/02 00:00:00.000;2;4000;1;new
2020/02/03 00:00:00.000;2;4000;1;new
2020/02/04 00:00:00.000;2;4000;1;new
2020/02/05 00:00:00.000;2;4000;1;new
2020/02/06 00:00:00.000;2;4000;1;new
2020/02/07 00:00:00.000;3;4000;1;new
2020/02/08 00:00:00.000;3;4000;1;new
2020/02/09 00:00:00.000;4;4000;1;new
2020/02/10 00:00:00.000;4;4000;1;new
2020/02/11 00:00:00.000;8;4000;1;new
2020/02/12 00:00:00.000;8;4000;1;new
2020/02/13 00:00:00.000;9;4000;1;new
2020/02/14 00:00:00.000;9;4000;1;new
2020/02/15 00:00:00.000;9;4000;1;new
2020/02/16 00:00:00.000;9;4000;1;new
2020/02/17 00:00:00.000;9;4000;1;new
2020/02/18 00:00:00.000;9;4000;1;new
2020/02/19 00:00:00.000;9;4000;1;new
2020/02/20 00:00:00.000;9;4000;1;new
2020/02/21 00:00:00.000;9;4000;1;new
2020/02/22 00:00:00.000;9;4000;1;new
2020/02/23 00:00:00.000;9;4000;1;new
2020/02/24 00:00:00.000;13;4000;1;new
2020/02/25 00:00:00.000;13;4000;1;new
2020/02/26 00:00:00.000;13;4000;1;new
2020/02/27 00:00:00.000;13;4000;1;new
2020/02/28 00:00:00.000;16;4000;1;new
2020/02/29 00:00:00.000;18;4000;1;new
2020/03/01 00:00:00.000;23;4000;1;new
2020/03/02 00:00:00.000;36;4000;1;new
2020/03/03 00:00:00.000;40;4000;1;new
2020/03/04 00:00:00.000;51;4000;1;new
2020/03/05 00:00:00.000;85;4000;1;new
2020/03/06 00:00:00.000;115;4000;1;new
2020/03/07 00:00:00.000;163;4000;1;new
2020/03/08 00:00:00.000;206;4000;1;new
2020/03/09 00:00:00.000;273;4000;1;new
2020/03/10 00:00:00.000;321;4000;1;new
2020/03/11 00:00:00.000;373;4000;1;new
2020/03/12 00:00:00.000;456;4000;1;new
2020/03/13 00:00:00.000;590;4000;1;new
2020/03/14 00:00:00.000;707;4000;1;new
2020/03/15 00:00:00.000;1140;4000;1;new
2020/03/16 00:00:00.000;1391;4000;1;new
2020/03/17 00:00:00.000;1543;4000;1;new
2020/03/18 00:00:00.000;1950;4000;1;new
2020/03/19 00:00:00.000;2630;4000;1;new
2020/03/20 00:00:00.000;3277;4000;1;new
2020/03/21 00:00:00.000;3983;4000;1;new
2020/03/22 00:00:00.000;5018;4000;1;new
2020/03/23 00:00:00.000;5683;4000;1;new
2020/03/24 00:00:00.000;6650;4000;1;new
2020/03/25 00:00:00.000;8077;4000;1;new
2020/03/26 00:00:00.000;9529;4000;1;new
2020/03/27 00:00:00.000;11658;4000;1;new
2020/03/28 00:00:00.000;14543;4000;1;new
2020/03/29 00:00:00.000;17089;4000;1;new
2020/03/30 00:00:00.000;19522;4000;1;new
2020/03/31 00:00:00.000;22141;4000;1;new
2020/04/01 00:00:00.000;25150;4000;1;new
2020/04/02 00:00:00.000;29474;4000;1;new
2020/04/03 00:00:00.000;33718;4000;1;new
2020/04/04 00:00:00.000;38168;4000;1;new
2020/04/05 00:00:00.000;41903;4000;1;new
2020/04/06 00:00:00.000;47806;4000;1;new
2020/04/07 00:00:00.000;51608;4000;1;new
2020/04/08 00:00:00.000;55242;4000;1;new
2020/04/09 00:00:00.000;60733;4000;1;new
2020/04/10 00:00:00.000;65077;4000;1;new
2020/04/11 00:00:00.000;70272;4000;1;new
2020/04/12 00:00:00.000;78991;4000;1;new
2020/04/13 00:00:00.000;84279;4000;1;new
2020/04/14 00:00:00.000;88621;4000;1;new
2020/04/15 00:00:00.000;93873;4000;1;new
2020/04/16 00:00:00.000;98476;4000;1;new
2020/04/17 00:00:00.000;103093;4000;1;new
2020/04/18 00:00:00.000;108692;4000;1;new
2020/04/19 00:00:00.000;114217;4000;1;new
2020/04/20 00:00:00.000;120067;4000;1;new
2020/04/21 00:00:00.000;124743;4000;1;new
2020/04/22 00:00:00.000;129044;4000;1;new
2020/04/23 00:00:00.000;133495;4000;1;new
2020/04/24 00:00:00.000;138078;4000;1;new
2020/04/25 00:00:00.000;143464;4000;1;new
2020/04/26 00:00:00.000;148377;4000;1;new
2020/04/27 00:00:00.000;152840;4000;1;new
2020/04/28 00:00:00.000;157149;4000;1;new
2020/04/29 00:00:00.000;161145;4000;1;new
2020/04/30 00:00:00.000;165221;4000;1;new
2020/05/01 00:00:00.000;171253;4000;1;new
2020/05/02 00:00:00.000;177454;4000;1;new
2020/05/03 00:00:00.000;182260;4000;1;new
2020/05/04 00:00:00.000;186599;4000;1;new
2020/05/05 00:00:00.000;190584;4000;1;new
2020/05/06 00:00:00.000;194990;4000;1;new
2020/05/07 00:00:00.000;201201;4000;1;new
2020/05/08 00:00:00.000;206715;4000;1;new
2020/05/09 00:00:00.000;211364;4000;1;new
2020/05/10 00:00:00.000;215260;4000;1;new
2020/05/11 00:00:00.000;219183;4000;1;new
2020/05/12 00:00:00.000;223060;4000;1;new
2020/05/13 00:00:00.000;226463;4000;1;new
2020/05/14 00:00:00.000;229705;4000;1;new
2020/05/15 00:00:00.000;233151;4000;1;new
2020/05/16 00:00:00.000;236711;4000;1;new
2020/05/17 00:00:00.000;240161;4000;1;new
2020/05/18 00:00:00.000;243695;4000;1;new
2020/05/19 00:00:00.000;246406;4000;1;new
2020/05/20 00:00:00.000;248818;4000;1;new
2020/05/21 00:00:00.000;248293;4000;1;new
2020/05/22 00:00:00.000;250908;4000;1;new
2020/05/23 00:00:00.000;254195;4000;1;new
2020/05/24 00:00:00.000;257154;4000;1;new
2020/05/25 00:00:00.000;259559;4000;1;new
2020/05/26 00:00:00.000;261184;4000;1;new
2020/05/27 00:00:00.000;265227;4000;1;new
2020/05/28 00:00:00.000;267240;4000;1;new
2020/05/29 00:00:00.000;269127;4000;1;new
2020/05/30 00:00:00.000;271222;4000;1;new
2020/05/31 00:00:00.000;272826;4000;1;new
2020/06/01 00:00:00.000;274762;4000;1;new
2020/06/02 00:00:00.000;276332;4000;1;new
2020/06/03 00:00:00.000;277985;4000;1;new
2020/06/04 00:00:00.000;279856;4000;1;new
2020/06/05 00:00:00.000;281661;4000;1;new
2020/06/06 00:00:00.000;283311;4000;1;new
2020/06/07 00:00:00.000;284868;4000;1;new
2020/06/08 00:00:00.000;286194;4000;1;new
2020/06/09 00:00:00.000;287399;4000;1;new
2020/06/10 00:00:00.000;289140;4000;1;new
2020/06/11 00:00:00.000;290143;4000;1;new
2020/06/12 00:00:00.000;4845;8011;1;deleted
2020/03/06 00:00:00.000;1;8012;2;deleted
2020/03/13 00:00:00.000;2;8012;1;deleted
2020/03/16 00:00:00.000;4;8012;1;deleted
2020/03/17 00:00:00.000;9;8012;1;deleted
2020/03/18 00:00:00.000;10;8012;1;deleted
2020/03/21 00:00:00.000;11;8012;1;deleted
2020/03/23 00:00:00.000;12;8012;1;deleted
2020/03/25 00:00:00.000;14;8012;1;deleted
2020/03/26 00:00:00.000;17;8012;1;deleted
2020/03/27 00:00:00.000;20;8012;1;deleted
2020/03/28 00:00:00.000;23;8012;1;deleted
2020/03/28 00:00:00.000;2;8012;2;deleted
2020/03/29 00:00:00.000;24;8012;1;deleted
2020/03/30 00:00:00.000;25;8012;1;deleted
2020/03/31 00:00:00.000;28;8012;1;deleted
2020/04/01 00:00:00.000;30;8012;1;deleted
2020/04/02 00:00:00.000;31;8012;1;deleted
2020/04/03 00:00:00.000;32;8012;1;deleted
2020/04/04 00:00:00.000;34;8012;1;deleted
2020/04/04 00:00:00.000;4;8012;2;deleted
2020/04/05 00:00:00.000;36;8012;1;deleted
2020/04/06 00:00:00.000;43;8012;1;deleted
2020/04/06 00:00:00.000;6;8012;2;deleted
2020/04/07 00:00:00.000;51;8012;1;deleted
2020/04/08 00:00:00.000;56;8012;1;deleted
2020/04/09 00:00:00.000;62;8012;1;deleted
2020/04/09 00:00:00.000;7;8012;2;deleted
2020/04/10 00:00:00.000;66;8012;1;deleted
2020/04/11 00:00:00.000;69;8012;1;deleted
2020/04/12 00:00:00.000;79;8012;1;deleted
2020/04/12 00:00:00.000;8;8012;2;deleted
2020/04/13 00:00:00.000;92;8012;1;deleted
2020/04/13 00:00:00.000;9;8012;2;deleted
2020/04/14 00:00:00.000;96;8012;1;deleted
2020/04/14 00:00:00.000;10;8012;2;deleted
2020/04/15 00:00:00.000;100;8012;1;deleted
2020/04/15 00:00:00.000;13;8012;2;deleted
2020/04/16 00:00:00.000;108;8012;1;deleted
2020/04/17 00:00:00.000;118;8012;1;deleted
2020/04/17 00:00:00.000;14;8012;2;deleted
2020/04/18 00:00:00.000;124;8012;1;deleted
2020/04/18 00:00:00.000;17;8012;2;deleted
2020/04/19 00:00:00.000;125;8012;1;deleted
2020/04/19 00:00:00.000;21;8012;2;deleted
2020/04/20 00:00:00.000;137;8012;1;deleted
2020/04/20 00:00:00.000;24;8012;2;deleted
2020/04/21 00:00:00.000;144;8012;1;deleted
2020/04/21 00:00:00.000;30;8012;2;deleted
2020/04/22 00:00:00.000;154;8012;1;deleted
2020/04/22 00:00:00.000;33;8012;2;deleted
2020/04/23 00:00:00.000;171;8012;1;deleted
2020/04/23 00:00:00.000;36;8012;2;deleted
2020/04/24 00:00:00.000;190;8012;1;deleted
2020/04/24 00:00:00.000;37;8012;2;deleted
2020/04/25 00:00:00.000;201;8012;1;deleted
2020/04/25 00:00:00.000;41;8012;2;deleted
2020/04/26 00:00:00.000;213;8012;1;deleted
2020/04/26 00:00:00.000;42;8012;2;deleted
2020/04/27 00:00:00.000;232;8012;1;deleted
2020/04/27 00:00:00.000;50;8012;2;deleted
2020/04/28 00:00:00.000;256;8012;1;deleted
2020/04/28 00:00:00.000;55;8012;2;deleted
2020/04/29 00:00:00.000;282;8012;1;deleted
2020/04/29 00:00:00.000;58;8012;2;deleted
2020/04/30 00:00:00.000;295;8012;1;deleted
2020/04/30 00:00:00.000;60;8012;2;deleted
2020/05/01 00:00:00.000;305;8012;1;deleted
2020/05/01 00:00:00.000;62;8012;2;deleted
2020/05/02 00:00:00.000;341;8012;1;deleted
2020/05/02 00:00:00.000;70;8012;2;deleted
2020/05/03 00:00:00.000;362;8012;1;deleted
2020/05/03 00:00:00.000;74;8012;2;deleted
2020/05/04 00:00:00.000;406;8012;1;deleted
2020/05/04 00:00:00.000;78;8012;2;deleted
2020/05/05 00:00:00.000;468;8012;1;deleted
2020/05/05 00:00:00.000;83;8012;2;deleted
2020/05/06 00:00:00.000;510;8012;1;deleted
2020/05/06 00:00:00.000;93;8012;2;deleted
2020/05/07 00:00:00.000;546;8012;1;deleted
2020/05/07 00:00:00.000;99;8012;2;deleted
2020/05/08 00:00:00.000;578;8012;1;deleted
2020/05/08 00:00:00.000;103;8012;2;deleted
2020/05/09 00:00:00.000;606;8012;1;deleted
2020/05/09 00:00:00.000;113;8012;2;deleted
2020/05/10 00:00:00.000;632;8012;1;deleted
2020/05/10 00:00:00.000;118;8012;2;deleted
2020/05/11 00:00:00.000;670;8012;1;deleted
2020/05/11 00:00:00.000;125;8012;2;deleted
2020/05/12 00:00:00.000;726;8012;1;deleted
2020/05/12 00:00:00.000;132;8012;2;deleted
2020/05/13 00:00:00.000;777;8012;1;deleted
2020/05/13 00:00:00.000;139;8012;2;deleted
2020/05/14 00:00:00.000;837;8012;1;deleted
2020/05/14 00:00:00.000;146;8012;2;deleted
2020/05/15 00:00:00.000;891;8012;1;deleted
2020/05/15 00:00:00.000;159;8012;2;deleted
2020/05/16 00:00:00.000;937;8012;1;deleted
2020/05/16 00:00:00.000;173;8012;2;deleted
2020/05/17 00:00:00.000;967;8012;1;deleted
2020/05/17 00:00:00.000;188;8012;2;deleted
2020/05/18 00:00:00.000;1071;8012;1;deleted
2020/05/18 00:00:00.000;203;8012;2;deleted
2020/05/19 00:00:00.000;1168;8012;1;deleted
2020/05/19 00:00:00.000;212;8012;2;deleted
2020/05/20 00:00:00.000;1291;8012;1;deleted
2020/05/20 00:00:00.000;226;8012;2;deleted
2020/05/21 00:00:00.000;1424;8012;1;deleted
2020/05/21 00:00:00.000;238;8012;2;deleted
2020/05/22 00:00:00.000;1536;8012;1;deleted
2020/05/22 00:00:00.000;253;8012;2;deleted
2020/05/23 00:00:00.000;1589;8012;1;deleted
2020/05/23 00:00:00.000;270;8012;2;deleted
2020/05/24 00:00:00.000;1646;8012;1;deleted
2020/05/24 00:00:00.000;287;8012;2;deleted
2020/05/25 00:00:00.000;1771;8012;1;deleted
2020/05/25 00:00:00.000;307;8012;2;deleted
2020/05/26 00:00:00.000;1890;8012;1;deleted
2020/05/26 00:00:00.000;323;8012;2;deleted
2020/05/27 00:00:00.000;2021;8012;1;deleted
2020/05/27 00:00:00.000;342;8012;2;deleted
2020/05/28 00:00:00.000;2139;8012;1;deleted
2020/05/28 00:00:00.000;355;8012;2;deleted
2020/05/29 00:00:00.000;2237;8012;1;deleted
2020/05/29 00:00:00.000;370;8012;2;deleted
2020/05/30 00:00:00.000;2308;8012;1;deleted
2020/05/30 00:00:00.000;385;8012;2;deleted
2020/05/31 00:00:00.000;2387;8012;1;deleted
2020/05/31 00:00:00.000;403;8012;2;deleted
2020/06/01 00:00:00.000;2526;8012;1;deleted
2020/06/01 00:00:00.000;420;8012;2;deleted
2020/06/02 00:00:00.000;2647;8012;1;deleted
2020/06/02 00:00:00.000;440;8012;2;deleted
2020/06/03 00:00:00.000;2775;8012;1;deleted
2020/06/03 00:00:00.000;455;8012;2;deleted
2020/06/04 00:00:00.000;2924;8012;1;deleted
2020/06/04 00:00:00.000;469;8012;2;deleted
2020/06/05 00:00:00.000;3064;8012;1;deleted
2020/06/05 00:00:00.000;487;8012;2;deleted
2020/06/06 00:00:00.000;3179;8012;1;deleted
2020/06/06 00:00:00.000;501;8012;2;deleted
2020/06/07 00:00:00.000;3262;8012;1;deleted
2020/06/07 00:00:00.000;512;8012;2;deleted
2020/06/08 00:00:00.000;3492;8012;1;deleted
2020/06/08 00:00:00.000;518;8012;2;deleted
2020/06/09 00:00:00.000;3648;8012;1;deleted
2020/06/09 00:00:00.000;523;8012;2;deleted
2020/06/10 00:00:00.000;3850;8012;1;deleted
2020/06/10 00:00:00.000;524;8012;2;deleted
2020/06/11 00:00:00.000;4033;8012;1;deleted
2020/06/11 00:00:00.000;525;8012;2;deleted
2020/06/12 00:00:00.000;4075;8012;1;deleted
2020/02/27 00:00:00.000;1;8013;1;deleted
